9,4,7,アイアムラベンダー,牝3,54.0,松岡,1:13.9,6,10.7,4-5,美浦奥平,462(-2),202206010101,20220105,09:55,ダ1200m (右),晴,良
14,7,13,アイスケイブ,牝3,54.0,三浦,1:14.5,10,25.3,16-15,美浦高柳瑞,432(+10),202206010101,20220105,09:55,ダ1200m (右),晴,良
10,3,6,オールフラッグ,牡3,56.0,横山武,1:13.9,7,12.6,10-11,美浦奥村武,478(+10),202206010101,20220105,09:55,ダ1200m (右),晴,良
13,3,5,キタノドーベル,牝3,54.0,武士沢,1:14.4,16,273.2,14-13,美浦深山,448(-2),202206010101,20220105,09:55,ダ1200m (右),晴,良
16,2,3,コンセプシオン,牝3,54.0,斎藤,1:16.0,11,32.8,12-11,美浦水野,528(+4),202206010101,20220105,09:55,ダ1200m (右),晴,良
11,1,1,サノプリ,牝3,51.0,▲小林凌,1:14.0,15,258.1,9-7,美浦尾形,424(+6),202206010101,20220105,09:55,ダ1200m (右),晴,良
6,4,8,デザートサファリ,牡3,56.0,丹内,1:13.4,3,6.3,2-3,美浦岩戸,470(-4),202206010101,20220105,09:55,ダ1200m (右),晴,良
2,5,10,トラストパッキャオ,牝3,54.0,菅原明,1:12.5,12,57.2,1-1,美浦高木,458(+2),202206010101,20220105,09:55,ダ1200m (右),晴,良
1,8,15,ニシノアナ,牝3,51.0,▲横山琉,1:12.5,4,6.8,2-2,美浦相沢,456(+4),202206010101,20220105,09:55,ダ1200m (右),晴,良
7,5,9,ニシノスーベニア,牡3,56.0,内田博,1:13.7,8,14.3,7-7,美浦上原,536(+28),202206010101,20220105,09:55,ダ1200m (右),晴,良
4,1,2,ピカリエ,牝3,54.0,伊藤,1:12.8,9,16.0,10-7,美浦金成,486(+6),202206010101,20220105,09:55,ダ1200m (右),晴,良
5,8,16,ブラッドライン,牡3,56.0,Ｍデム,1:13.2,5,10.0,4-5,美浦伊藤大,478(-2),202206010101,20220105,09:55,ダ1200m (右),晴,良
8,6,11,ペルペテュエル,牡3,56.0,戸崎圭,1:13.7,2,6.2,7-7,美浦武藤,472(0),202206010101,20220105,09:55,ダ1200m (右),晴,良
3,2,4,マイネルシトラス,牡3,56.0,柴田大,1:12.5,1,3.7,4-3,美浦武市,518(-2),202206010101,20220105,09:55,ダ1200m (右),晴,良
15,6,12,ミュージアムピース,牡3,56.0,黛,1:15.3,13,67.9,12-13,美浦伊藤大,464(+24),202206010101,20220105,09:55,ダ1200m (右),晴,良
12,7,14,ヤマタケコーチャン,牡3,56.0,丸田,1:14.2,14,239.2,14-15,美浦萱野,444(+2),202206010101,20220105,09:55,ダ1200m (右),晴,良
12,5,9,アコークロー,牝3,54.0,池添,1:59.2,8,24.2,16-15-14-14,美浦大竹,484(+6),202206010102,20220105,10:25,ダ1800m (右),晴,良
11,7,13,アメカテソーロ,牝3,54.0,横山和,1:59.2,7,21.3,14-13-9-12,美浦加藤士,470(+2),202206010102,20220105,10:25,ダ1800m (右),晴,良
14,3,6,カゼノカケハシ,牝3,52.0,◇藤田菜,1:59.9,12,121.2,15-14-13-12,美浦根本,398(-4),202206010102,20220105,10:25,ダ1800m (右),晴,良
13,8,15,サクセスソング,牝3,54.0,木幡初,1:59.3,16,216.0,8-8-6-10,美浦竹内,442(+2),202206010102,20220105,10:25,ダ1800m (右),晴,良
1,1,1,シンボリックレルム,牝3,54.0,団野,1:56.6,4,15.1,5-6-6-5,美浦水野,484(+6),202206010102,20220105,10:25,ダ1800m (右),晴,良
8,1,2,ジョブックフィオリ,牝3,52.0,△山田,1:58.1,15,207.1,8-9-10-8,美浦小桧山,434(+4),202206010102,20220105,10:25,ダ1800m (右),晴,良
2,4,8,タマモタップダンス,牝3,51.0,▲永野,1:56.6,1,1.5,3-3-3-3,美浦伊藤圭,490(-2),202206010102,20220105,10:25,ダ1800m (右),晴,良
9,2,3,トゥザヒロイン,牝3,54.0,北村宏,1:58.2,2,7.6,13-11-10-11,美浦木村,522(+2),202206010102,20220105,10:25,ダ1800m (右),晴,良
7,6,11,ニケテア,牝3,51.0,▲小林凌,1:57.8,14,198.1,8-9-10-8,美浦武井,456(+10),202206010102,20220105,10:25,ダ1800m (右),晴,良
10,4,7,ニシノカケハシ,牝3,54.0,丹内,1:58.6,11,102.2,6-3-3-6,美浦松山,454(-4),202206010102,20220105,10:25,ダ1800m (右),晴,良
6,7,14,ノーブルグレイシャ,牝3,51.0,▲横山琉,1:57.6,9,72.1,6-6-6-6,美浦武藤,472(0),202206010102,20220105,10:25,ダ1800m (右),晴,良
3,5,10,ハッピーバレー,牝3,54.0,嶋田,1:56.9,3,8.5,3-3-3-3,美浦手塚,462(0),202206010102,20220105,10:25,ダ1800m (右),晴,良
4,6,12,フジシラユキヒメ,牝3,54.0,菅原明,1:57.1,6,17.1,1-1-1-1,美浦尾形,474(-2),202206010102,20220105,10:25,ダ1800m (右),晴,良
15,3,5,ミニョン,牝3,51.0,▲小林脩,2:02.4,5,16.3,11-11-14-15,美浦矢野,446(-4),202206010102,20220105,10:25,ダ1800m (右),晴,良
5,8,16,レオミネルバ,牝3,54.0,津村,1:57.2,10,92.4,2-2-2-2,美浦牧,482(+4),202206010102,20220105,10:25,ダ1800m (右),晴,良
9,6,10,インパチェンス,牡3,53.0,▲永野,1:58.2,4,11.7,12-12-10-10,美浦小笠,492(+4),202206010103,20220105,10:55,ダ1800m (右),晴,良
3,6,11,インペラートル,牡3,56.0,戸崎圭,1:56.5,1,1.7,6-6-5-5,美浦金成,516(+6),202206010103,20220105,10:55,ダ1800m (右),晴,良
7,7,13,ウロボン,牡3,56.0,菅原明,1:57.6,3,7.2,2-3-2-3,美浦武井,460(+2),202206010103,20220105,10:55,ダ1800m (右),晴,良
4,8,15,オセアレジェンド,牡3,56.0,団野,1:56.6,5,15.9,1-1-1-2,美浦田村,484(+4),202206010103,20220105,10:55,ダ1800m (右),晴,良
5,5,8,キージュピター,牡3,56.0,丹内,1:57.1,7,37.2,6-6-5-5,美浦青木,502(+8),202206010103,20220105,10:55,ダ1800m (右),晴,良
1,3,5,クアトロマジコ,牡3,56.0,横山和,1:56.2,2,4.3,2-2-2-1,美浦宮田,522(+4),202206010103,20220105,10:55,ダ1800m (右),晴,良
2,4,7,ケイティマジック,牡3,56.0,菊沢一,1:56.5,12,278.8,4-3-4-3,美浦清水英,482(+8),202206010103,20220105,10:55,ダ1800m (右),晴,良
13,5,9,シゲルキリン,牡3,53.0,▲横山琉,2:00.4,11,164.4,10-10-10-11,美浦田中清,526(+2),202206010103,20220105,10:55,ダ1800m (右),晴,良
6,7,12,セイウンフィーバー,牡3,53.0,▲小林凌,1:57.6,9,54.0,9-8-8-9,美浦尾形,436(+4),202206010103,20220105,10:55,ダ1800m (右),晴,良
12,2,2,テイエムクロマル,牡3,53.0,▲小林脩,1:59.2,13,310.2,12-12-13-13,美浦石栗,492(+10),202206010103,20220105,10:55,ダ1800m (右),晴,良
11,8,14,テンオーケオー,牡3,56.0,松岡,1:58.8,10,56.7,5-5-5-7,美浦中舘,530(+2),202206010103,20220105,10:55,ダ1800m (右),晴,良
14,2,3,ハウドベルク,牡3,56.0,武士沢,2:00.9,14,330.3,14-12-13-13,美浦古賀史,480(0),202206010103,20220105,10:55,ダ1800m (右),晴,良
10,1,1,パフオブウインド,牡3,54.0,△山田,1:58.3,8,42.9,14-15-15-11,美浦小桧山,474(+4),202206010103,20220105,10:55,ダ1800m (右),晴,良
15,3,4,パラチェーン,牡3,56.0,木幡初,2:01.2,15,559.8,6-8-12-13,美浦佐藤,444(+8),202206010103,20220105,10:55,ダ1800m (右),晴,良
8,4,6,パワーエンブレム,牡3,56.0,宮崎,1:57.7,6,18.3,10-10-8-7,美浦中川,502(-4),202206010103,20220105,10:55,ダ1800m (右),晴,良
6,6,7,アトレイユ,牡3,56.0,長岡,2:00.8,5,15.0,9-9-9-9,栗東杉山晴,498(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
5,4,4,ウインダ,牡3,56.0,田辺,2:00.5,7,25.9,10-9-9-8,美浦中舘,490(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
1,5,5,エクセスリターン,牡3,56.0,藤井勘,1:58.9,3,6.3,6-5-3-1,栗東野中,542(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
3,8,10,ゲティスバーグ,牡3,56.0,戸崎圭,1:59.7,9,31.3,4-3-5-4,美浦金成,518(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
11,7,8,コロディア,牝3,51.0,▲小林脩,2:02.9,11,177.0,4-5-7-10,美浦天間,474(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
10,3,3,シンデレラサリサ,牝3,54.0,丹内,2:02.4,6,17.8,8-8-5-5,美浦清水英,466(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
4,7,9,セブンスレター,牡3,56.0,黛,2:00.2,4,12.1,6-5-7-5,美浦武井,506(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
2,6,6,ディーノエナジー,牡3,56.0,横山武,1:59.3,1,1.7,2-2-1-2,栗東清水久,490(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
8,8,11,ヒラシゲカツ,牡3,56.0,内田博,2:01.2,2,5.6,3-3-2-2,栗東新谷,502(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
7,2,2,ポンテドラーゴ,牡3,56.0,吉田豊,2:00.9,10,49.7,11-11-11-10,美浦高橋文,510(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
9,1,1,ワンダフルヘヴン,牝3,54.0,菅原明,2:01.5,8,28.6,1-1-3-5,美浦久保田,486(0),202206010104,20220105,11:25,ダ1800m (右),晴,良
1,8,8,アスクビクターモア,牡3,56.0,田辺,2:01.9,1,1.9,4-4-2-3,美浦田村,478(+10),202206010105,20220105,12:15,芝2000m (右 C),晴,良
