,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
57,3.0088725090026855,0.26417955189044484,0.038588921229044594,0.006541311170931696,0.9,0.01,6,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 6, 'subsample': 0.7}",0.8115226211917159,0.8114060955020805,0.8072861543690446,0.8100716236876137,0.001970198645247653,21
58,2.4370373090108237,0.1738313139083368,0.03570946057637533,0.0021448931179366745,0.9,0.01,6,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 6, 'subsample': 0.8}",0.8116288184679518,0.811536683723806,0.807259863136877,0.8101417884428782,0.0020381760317822566,16
59,2.369922637939453,0.06333298124534426,0.03602313995361328,0.0019808166901330295,0.9,0.01,6,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 6, 'subsample': 0.9}",0.8117717555437748,0.8114918853341486,0.8074373808213667,0.8102336738997633,0.001980576190367472,13
60,5.361220041910808,0.45020872948297286,0.045142809549967446,0.0036228455860353136,0.9,0.01,8,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 8, 'subsample': 0.7}",0.8089964987252377,0.8085622297699188,0.8045511577375648,0.8073699620775737,0.002001064851827387,34
61,5.265604416529338,0.25489392393236326,0.04375640551249186,0.0009138857163175941,0.9,0.01,8,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 8, 'subsample': 0.8}",0.8085604267114258,0.80855217280841,0.804384792638379,0.8071657973860716,0.0019664702026296094,36
62,4.9582897027333575,0.1535733466215246,0.049406846364339195,0.002397040414007064,0.9,0.01,8,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.01, 'max_depth': 8, 'subsample': 0.9}",0.8082982394958944,0.8081681224528571,0.8040063794377069,0.8068242471288194,0.001993241305793852,39
63,1.7094874382019043,0.5586367411596872,0.028087457021077473,0.0007639292994690124,0.9,0.05,4,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 4, 'subsample': 0.7}",0.8111886625376878,0.810509050729075,0.8078371148164263,0.8098449426943963,0.0014466046783801264,25
64,1.4273866017659504,0.20062179577218112,0.03874675432840983,0.005414694111758701,0.9,0.05,4,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 4, 'subsample': 0.8}",0.8106663725481754,0.8104281448241122,0.807673059469966,0.8095891922807512,0.001358396560545732,27
65,1.47598663965861,0.09331616703656986,0.027614116668701172,0.0024975706873676803,0.9,0.05,4,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 4, 'subsample': 0.9}",0.8110089095233327,0.8104247417443127,0.8081650158327977,0.8098662223668143,0.0012263470830198983,24
66,2.2665231227874756,0.07956203933084313,0.038392861684163414,0.002503183373576986,0.9,0.05,6,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'subsample': 0.7}",0.8080497109450061,0.8073321477344649,0.8043760711974866,0.8065859766256525,0.0015898607363243336,43
67,2.525437672932943,0.11460745536539482,0.039845943450927734,0.003123025689401798,0.9,0.05,6,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'subsample': 0.8}",0.8076524686896465,0.8072159972222395,0.8042105690828357,0.806359678331574,0.0015300609481812655,45
68,2.6229825019836426,0.4482600303521761,0.048099517822265625,0.002940817207522231,0.9,0.05,6,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 6, 'subsample': 0.9}",0.807583738395095,0.8072140562308752,0.8047671003050656,0.8065216316436786,0.0012497870189934744,44
69,3.8698836962381997,0.2722514520727439,0.05093685785929362,0.0014108181965846968,0.9,0.05,8,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'subsample': 0.7}",0.804598745266381,0.8044812065977393,0.8022152616572532,0.8037650711737911,0.0010969308661959761,60
70,4.13906200726827,0.392020614340766,0.05036306381225586,0.006140496127028797,0.9,0.05,8,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'subsample': 0.8}",0.8053729194376738,0.8041072562387511,0.8015527256965935,0.8036776337910062,0.0015888993340363903,61
71,4.243618488311768,0.177012269778285,0.050246874491373696,0.0020904422307537894,0.9,0.05,8,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'subsample': 0.9}",0.8049103058290435,0.8043101058365322,0.8012348163195796,0.8034850759950518,0.0016099299080073355,63
72,1.1951407591501872,0.03702933829102205,0.03283834457397461,0.002910423111102574,0.9,0.1,4,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 4, 'subsample': 0.7}",0.8057754516945115,0.8052827201675775,0.8035699542536313,0.8048760420385733,0.0009451966518102409,51
73,1.293448527654012,0.07382360606744859,0.02820126215616862,0.001500507392439175,0.9,0.1,4,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 4, 'subsample': 0.8}",0.8060812588012483,0.8053706418901034,0.8036438784800092,0.8050319263904536,0.0010234750770025769,50
74,1.399962027867635,0.17275067235495248,0.029778162638346355,0.0038522596766262804,0.9,0.1,4,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 4, 'subsample': 0.9}",0.8067005144957893,0.8057568263430404,0.8043251815953967,0.805594174144742,0.0009765221964128013,46
75,2.3162030378977456,0.07530962356201724,0.04163853327433268,0.005875937429364085,0.9,0.1,6,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 6, 'subsample': 0.7}",0.8022651826054882,0.8020906710402407,0.7999153052410619,0.8014237196289301,0.001068986761922228,65
76,2.5182504653930664,0.10395361418300504,0.03983179728190104,0.0007724095081590468,0.9,0.1,6,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 6, 'subsample': 0.8}",0.8021879026798451,0.8022233414965907,0.7995696843491484,0.8013269761751948,0.0012426771902764172,66
77,2.557642380396525,0.5336785920306447,0.04135831197102865,0.0033212776875084435,0.9,0.1,6,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 6, 'subsample': 0.9}",0.8030096471397757,0.8016924367716711,0.7998392279675904,0.8015137706263458,0.001300469306431105,64
78,3.8320709069569907,0.1465235884861636,0.049293200174967446,0.0033576514500502997,0.9,0.1,8,0.7,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.7}",0.7983195234427685,0.7979936962073664,0.7956967885341572,0.797336669394764,0.001167175443701854,77
79,4.349385897318522,0.3296216948856749,0.06145270665486654,0.002852032644785352,0.9,0.1,8,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.8}",0.7983718242771591,0.7984228042663747,0.7964540949844436,0.7977495745093258,0.0009162787564807362,73
80,4.263145446777344,0.2619207402740291,0.05732131004333496,0.0074132296214653335,0.9,0.1,8,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 8, 'subsample': 0.9}",0.7980264602298726,0.7988289933994951,0.7963411896804184,0.7977322144365954,0.0010367343845970984,74
