Result_Num,Waku,Num,Horse_Name,Weight_for_Age,Jockey,Time,Popularity,Odds,Stable,Horse_Weight,Race_Id,Race_Date,Race_Time,Course,Weather,Course_Status,Top3,Horse_Sex,Horse_Old,Race_Month,Racetime_Class
13,8,16,カツノトゥウェルヴ,55.0,松岡,75.0,8,73.0,美浦伊藤伸,470,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
16,8,15,キャプティバ,57.0,黛,75.6,16,556.3,美浦佐藤吉,492,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
2,2,3,グリューネベルグ,55.0,丹内,72.7,6,12.0,美浦青木,444,202506010101,20250105,10:05,ダ1200m(右),晴,良,1,2,3,01,0
9,4,7,コナベイション,57.0,横山武,73.8,5,11.6,美浦伊藤圭,460,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
11,1,1,ショウブダッシュ,52.0,石神道,74.2,15,231.3,美浦青木,432,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
6,1,2,ジルクン,53.0,小林美,73.5,7,50.1,美浦鈴木慎,414,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
7,4,8,セイリオス,55.0,杉原,73.7,14,211.8,美浦宮田,472,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
8,2,4,タッカーバリアント,57.0,戸崎圭,73.7,4,8.4,美浦田島,466,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
5,6,12,ダイチラポール,54.0,長浜,73.4,3,7.3,美浦蛯名利,476,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
10,3,5,チャンピオンリボン,55.0,木幡初,74.0,13,196.9,美浦竹内,422,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
15,3,6,ニシノティターニア,55.0,池添,75.2,9,75.8,美浦上原博,424,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
14,7,14,ノアファースト,57.0,武藤,75.0,12,189.5,美浦小笠,454,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,1,3,01,0
12,5,9,ビスケットマリー,55.0,柴田大,74.8,10,131.9,美浦和田雄,420,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
1,6,11,ピッツァナポリ,55.0,大野,72.2,1,2.5,美浦新開,460,202506010101,20250105,10:05,ダ1200m(右),晴,良,1,2,3,01,0
4,5,10,ルックアトミー,55.0,菊沢,73.1,2,2.8,美浦菊沢,494,202506010101,20250105,10:05,ダ1200m(右),晴,良,0,2,3,01,0
3,7,13,ロッキンミー,52.0,佐藤,73.0,11,156.0,美浦杉浦,436,202506010101,20250105,10:05,ダ1200m(右),晴,良,1,2,3,01,0
5,7,13,アイオリア,57.0,横山和,117.4,1,2.3,美浦奥村武,520,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
12,3,5,アイスヴィレッジ,57.0,菅原明,118.2,8,57.0,美浦鈴木慎,490,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
13,4,7,アタックスリー,57.0,柴田大,120.3,16,468.3,美浦和田雄,456,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
7,4,8,ギンガエクスプレス,54.0,長浜,117.7,11,179.8,美浦加藤士,532,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
11,6,11,クラウンジュエル,57.0,松岡,118.1,13,336.5,美浦尾関,478,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
9,5,9,シリウスライト,57.0,石橋脩,118.0,14,412.8,美浦和田郎,460,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
16,5,10,ジュンアベリアシノ,57.0,黛,129.4,15,435.4,美浦伊坂,460,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
8,8,16,バレアリックシー,57.0,菊沢,117.7,10,121.2,美浦菊沢,480,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
1,3,6,フィーリウス,57.0,木幡巧,116.1,3,7.3,美浦手塚,492,202506010102,20250105,10:35,ダ1800m(右),晴,良,1,1,3,01,0
15,2,3,ブレイクバウンズ,57.0,伊藤,121.1,12,283.0,美浦林,484,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
3,1,2,ブレトワルダ,57.0,丹内,116.2,6,8.2,美浦新開,496,202506010102,20250105,10:35,ダ1800m(右),晴,良,1,1,3,01,0
4,7,14,プロスペクトパーク,57.0,横山武,116.5,5,7.8,美浦高柳瑞,504,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
6,8,15,ルシード,57.0,野中,117.6,7,19.8,美浦田島,512,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
14,1,1,レイラインシチー,57.0,佐々木,120.9,9,59.1,美浦伊藤圭,466,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
2,6,12,ロンパイア,57.0,戸崎圭,116.1,4,7.5,美浦尾関,474,202506010102,20250105,10:35,ダ1800m(右),晴,良,1,1,3,01,0
10,2,4,ヴィジブルライト,57.0,マーカ,118.0,2,5.2,美浦和田郎,486,202506010102,20250105,10:35,ダ1800m(右),晴,良,0,1,3,01,0
8,1,1,アズユーライク,55.0,戸崎圭,119.0,2,4.8,栗東西園翔,466,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,2,3,01,1
9,6,11,ウィンターサン,55.0,佐々木,119.6,4,7.5,美浦加藤征,454,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,2,3,01,1
15,1,2,オンクラウドナイン,57.0,藤岡佑,121.8,10,73.2,美浦和田郎,520,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
12,3,5,ゴールドパートナー,57.0,横山和,121.1,6,11.5,美浦嘉藤,470,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
5,7,13,ジロラータ,57.0,吉田豊,118.6,3,6.2,美浦久保田,472,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
13,5,10,スイープビクトリー,57.0,伊藤,121.4,14,147.2,美浦林,444,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
1,6,12,タマモトリノ,57.0,大野,116.9,5,8.9,美浦辻,488,202506010103,20250105,11:05,ダ1800m(右),晴,良,1,1,3,01,1
7,2,4,ニシノジョバンニ,57.0,池添,118.9,9,44.2,美浦矢嶋,548,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
16,3,6,ニシノステディミキ,55.0,岩部,124.2,16,233.6,美浦加藤和,466,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,2,3,01,1
3,8,16,ヌンボラ,52.0,石神道,118.3,12,98.2,美浦深山,466,202506010103,20250105,11:05,ダ1800m(右),晴,良,1,2,3,01,1
4,8,15,フローラルデザイン,55.0,北村宏,118.6,7,24.2,美浦畠山,452,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,2,3,01,1
14,4,8,ブルーラジカル,57.0,野中,121.6,11,76.7,美浦菊川,466,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
2,4,7,ホウオウサムレット,57.0,マーカ,117.2,1,2.5,美浦田中博,452,202506010103,20250105,11:05,ダ1800m(右),晴,良,1,1,3,01,1
11,5,9,ホロヨイマンゲツ,57.0,内田博,120.6,15,151.8,美浦深山,500,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
6,2,3,モリノハーバー,51.0,小林美,118.8,8,29.2,美浦鈴木伸,484,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,2,3,01,1
10,7,14,ヴァルトバーデン,57.0,宮崎,119.9,13,114.0,美浦嘉藤,484,202506010103,20250105,11:05,ダ1800m(右),晴,良,0,1,3,01,1
11,7,14,アスプリージャ,57.0,丹内,158.0,7,21.4,美浦中舘,480,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
5,5,10,オウケンシルヴァー,57.0,原田和,156.9,8,25.6,美浦松永康,500,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
16,6,12,オブシディアン,54.0,小林美,160.8,14,126.8,美浦武藤,534,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,5,01,1
2,4,8,コスモジンバック,57.0,石橋脩,156.0,6,17.0,美浦相沢,484,202506010104,20250105,11:35,ダ2400m(右),晴,良,1,1,4,01,1
12,8,16,サトノレイズ,57.0,戸崎圭,158.3,4,10.3,美浦萩原,474,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
8,3,5,シーリュウシー,57.0,横山武,157.3,1,1.8,栗東岡田,504,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
4,3,6,ジーティーアグリム,55.0,藤岡佑,156.9,15,218.0,美浦奥平,544,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,2,4,01,1
9,2,4,ダノンペドロ,58.0,マーカ,157.5,5,13.7,栗東寺島,478,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,0,5,01,1
14,8,15,デリシュレーヌ,56.0,Ｈドイ,158.8,12,95.1,美浦高橋文,498,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,2,7,01,1
3,4,7,トゥザヒロイン,56.0,大野,156.8,10,50.2,美浦辻,540,202506010104,20250105,11:35,ダ2400m(右),晴,良,1,2,6,01,1
15,6,11,トゥラムプラッツ,57.0,木幡育,159.6,16,354.8,美浦高橋文,490,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
6,2,3,トゥルース,58.0,菊沢,156.9,13,123.8,美浦金成,516,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,5,01,1
10,7,13,パッカパッカブー,57.0,松岡,157.9,9,49.9,美浦堀内,494,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
13,1,2,ブレイヴアロウ,58.0,佐々木,158.5,11,75.0,美浦辻,502,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,5,01,1
7,5,9,マコタイガ,57.0,吉田豊,157.0,3,7.9,美浦小野,516,202506010104,20250105,11:35,ダ2400m(右),晴,良,0,1,4,01,1
1,1,1,ロードブレイズ,57.0,横山和,156.0,2,5.7,美浦稲垣,506,202506010104,20250105,11:35,ダ2400m(右),晴,良,1,1,4,01,1
7,5,10,エメラルドラグーン,57.0,岩部,95.4,16,576.2,美浦伊藤伸,472,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
3,3,5,エンゲルシュピール,55.0,横山和,94.6,6,12.3,美浦田村,448,202506010105,20250105,12:25,芝1600m(右外B),晴,良,1,2,3,01,1
15,1,2,エンジェライト,52.0,石神道,96.5,15,528.4,美浦加藤和,386,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
6,8,16,カーヌスティ,57.0,佐々木,95.3,4,7.4,美浦蛯名正,496,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
4,2,3,ガジュノリホワイト,57.0,丹内,94.6,5,9.0,美浦尾形,454,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
11,4,8,キャピタルプレイン,55.0,横山武,95.7,7,13.9,美浦千葉,446,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
10,6,12,シベリアンデネブ,57.0,松岡,95.5,9,126.3,美浦水野,490,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
14,7,14,ゼンブママノセイ,55.0,木幡初,96.4,10,140.8,美浦深山,400,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
16,5,9,タギマサダス,55.0,小林脩,97.4,13,313.8,美浦青木,410,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,0,3,01,1
8,2,4,ニシノコイネガイ,55.0,菊沢,95.4,11,230.5,美浦伊坂,432,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
9,1,1,ニシノコイブミ,55.0,菅原明,95.4,1,2.2,美浦西田,428,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
1,3,6,フィールドノート,57.0,マーカ,94.3,3,7.2,美浦木村,450,202506010105,20250105,12:25,芝1600m(右外B),晴,良,1,1,3,01,1
12,8,15,フレンドシルバー,52.0,佐藤,95.9,14,356.1,美浦南田,460,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,2,3,01,1
5,4,7,マイネルレクエルド,57.0,津村,95.1,8,21.4,美浦田島,472,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
13,7,13,メロンパンマニア,57.0,柴田大,96.1,12,293.4,美浦和田雄,466,202506010105,20250105,12:25,芝1600m(右外B),晴,良,0,1,3,01,1
2,6,11,ルトンワージ,57.0,斎藤,94.4,2,5.1,美浦斎藤誠,446,202506010105,20250105,12:25,芝1600m(右外B),晴,良,1,1,3,01,1
13,3,6,エリジブル,54.0,長浜,124.9,7,16.6,美浦上原博,490,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
17,1,2,オーロプロサングエ,57.0,杉原,126.5,9,31.9,美浦伊藤大,486,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
11,5,9,カレラエンブレマ,57.0,マーカ,124.5,2,6.3,美浦田村,518,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
10,4,7,キングズトゥルー,57.0,菅原明,124.5,6,14.4,美浦大竹,452,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
12,8,17,ダブルドラゴン,55.0,小林脩,124.8,17,167.9,美浦伊藤大,520,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
3,7,15,トーセンリバーブ,55.0,菊沢,122.4,16,114.7,美浦菊沢,466,202506010106,20250105,12:55,芝2000m(右B),晴,良,1,2,3,01,1
9,7,14,ニシノイッキサス,57.0,池添,124.0,12,40.3,美浦村田,446,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
1,2,4,ノクターン,55.0,横山武,121.9,1,2.0,美浦木村,474,202506010106,20250105,12:55,芝2000m(右B),晴,良,1,2,3,01,1
16,8,16,パブリックスフィア,57.0,北村宏,125.3,10,35.1,美浦奥村武,458,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
5,6,11,ピュルテ,55.0,嶋田,122.7,14,58.1,美浦手塚,428,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,2,3,01,1
15,3,5,ボスポラス,57.0,石橋脩,125.2,15,98.5,美浦和田郎,452,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
14,8,18,ポートタウランガ,52.0,石田,125.0,18,225.5,美浦嘉藤,474,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,2,3,01,1
6,6,12,ミクニインスパイア,57.0,佐々木,122.7,5,13.9,美浦林,512,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
7,7,13,ミスターボビー,57.0,荻野極,123.3,8,28.5,美浦栗田,462,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
2,4,8,ラッキーロジータ,55.0,Ｈドイ,122.3,3,10.3,美浦相沢,478,202506010106,20250105,12:55,芝2000m(右B),晴,良,1,2,3,01,1
8,1,1,レイーナアスール,55.0,武藤,123.4,13,57.3,美浦武藤,476,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,2,3,01,1
4,5,10,ヴォイスオブゼウス,57.0,吉田豊,122.4,11,35.6,栗東矢作,468,202506010106,20250105,12:55,芝2000m(右B),晴,良,0,1,3,01,1
9,3,6,アステロイドメア,56.0,マーカ,115.7,2,5.2,美浦武市,502,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
14,4,7,アルヴィエンヌ,56.0,戸崎圭,116.8,5,8.1,美浦林,480,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
1,8,16,アンブロジアーナ,53.0,長浜,115.0,9,30.8,美浦上原博,432,202506010107,20250105,13:25,ダ1800m(右),晴,良,1,2,6,01,1
4,2,3,イラーナ,55.0,津村,115.2,3,5.7,美浦林,434,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,4,01,1
11,5,9,オランジー,56.0,内田博,115.9,15,145.0,美浦青木,460,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
8,7,14,グランコネクシオン,55.0,木幡巧,115.7,8,25.9,美浦畠山,436,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,4,01,1
10,8,15,チャイボーグ,56.0,石川,115.9,16,270.6,美浦的場,504,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
15,1,1,ドリームクルーズ,55.0,松岡,117.1,7,17.7,美浦戸田,490,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,4,01,1
7,6,11,ヒラリーステップ,56.0,丹内,115.6,6,12.5,美浦天間,492,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
2,3,5,ビップレーヌ,55.0,横山武,115.0,4,7.9,美浦高柳瑞,474,202506010107,20250105,13:25,ダ1800m(右),晴,良,1,2,4,01,1
16,2,4,ファイブセンス,56.0,吉田豊,118.0,14,105.1,美浦高橋文,462,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
3,4,8,マフィン,52.0,石神道,115.1,13,65.5,美浦大和田,414,202506010107,20250105,13:25,ダ1800m(右),晴,良,1,2,4,01,1
5,6,12,ミラクルキャッツ,56.0,佐々木,115.4,1,3.2,美浦堀,462,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
12,7,13,ヤエベニシダレ,56.0,丸山,116.1,12,36.9,栗東梅田,466,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,5,01,1
6,5,10,ラジエル,56.0,杉原,115.5,10,31.1,美浦嘉藤,452,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,6,01,1
13,1,2,レシェルドランジュ,55.0,北村宏,116.5,11,31.3,美浦伊藤大,456,202506010107,20250105,13:25,ダ1800m(右),晴,良,0,2,4,01,1
15,3,5,アイルドリアン,56.0,Ｈドイ,69.1,8,16.1,栗東音無,498,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,4,01,2
13,5,10,アコルダール,56.0,丹内,68.7,11,87.1,栗東西園翔,464,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,7,01,2
16,8,15,クインズコスモス,53.0,長浜,69.7,14,140.0,美浦加藤士,452,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,6,01,2
9,7,14,ジャガード,58.0,吉田豊,68.4,13,126.5,美浦和田雄,426,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,1,7,01,2
7,2,3,スティールブルー,56.0,マーカ,68.2,1,2.9,美浦宗像,440,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,4,01,2
10,4,7,スピリットガイド,58.0,戸崎圭,68.5,7,13.6,美浦手塚,526,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,0,4,01,2
5,2,4,ダークンストーミー,58.0,江田照,68.0,16,313.3,美浦小笠,454,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,1,5,01,2
14,7,13,ディオアステリア,56.0,横山和,68.8,9,43.5,美浦小野,488,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,6,01,2
6,5,9,トリップトゥムーン,57.0,横山琉,68.2,15,273.2,美浦粕谷,460,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,1,6,01,2
3,8,16,トーラスシャイン,58.0,藤岡佑,67.9,3,6.7,栗東田中克,474,202506010108,20250105,14:01,芝1200m(右外B),晴,良,1,1,4,01,2
4,3,6,ヒラボクミニー,56.0,横山武,68.0,4,7.4,美浦村田,472,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,4,01,2
11,1,1,ベルウッドブラボー,58.0,柴田大,68.6,10,47.6,美浦和田雄,470,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,1,6,01,2
2,6,12,マキアージュ,52.0,小林美,67.5,6,12.2,美浦菊川,458,202506010108,20250105,14:01,芝1200m(右外B),晴,良,1,2,6,01,2
8,4,8,モズトキキ,56.0,菅原明,68.2,5,11.0,栗東村山,552,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,4,01,2
12,1,2,ルカン,56.0,石川,68.6,12,103.7,栗東藤野,410,202506010108,20250105,14:01,芝1200m(右外B),晴,良,0,2,5,01,2
1,6,11,レオテミス,53.0,石田,67.1,2,4.2,栗東高柳大,490,202506010108,20250105,14:01,芝1200m(右外B),晴,良,1,2,4,01,2
2,8,16,アスクビックスター,58.0,黛,112.7,13,118.7,栗東矢作,480,202506010109,20250105,14:35,ダ1800m(右),晴,良,1,1,6,01,2
12,6,12,ウインスノーライト,58.0,横山和,113.7,9,29.7,栗東杉山晴,486,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,5,01,2
8,4,7,オンザライン,58.0,丸山,113.4,10,34.7,美浦大和田,466,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,0,7,01,2
11,3,6,グロッシェン,57.0,横山武,113.7,2,4.3,美浦宮田,478,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,4,01,2
13,1,2,サンライズグルーヴ,58.0,丹内,113.8,8,27.2,栗東河内,526,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,5,01,2
3,5,10,ジョージテソーロ,57.0,菅原明,112.9,6,21.7,美浦嘉藤,480,202506010109,20250105,14:35,ダ1800m(右),晴,良,1,1,4,01,2
4,1,1,スノーグレース,56.0,マーカ,112.9,11,39.1,美浦中舘,486,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,2,6,01,2
16,3,5,ダスク,58.0,武藤,115.8,14,156.8,栗東石坂,450,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,5,01,2
5,7,13,テーオーパスワード,57.0,戸崎圭,113.0,1,3.0,栗東高柳大,490,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,4,01,2
9,4,8,トップオブジェラス,58.0,佐々木,113.6,7,26.1,美浦高木,550,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,6,01,2
1,8,15,ピュアキアン,57.0,吉田豊,112.6,5,13.8,美浦竹内,508,202506010109,20250105,14:35,ダ1800m(右),晴,良,1,1,4,01,2
10,2,4,ベンテイガ,58.0,斎藤,113.7,16,367.4,栗東音無,522,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,6,01,2
7,7,14,マンマリアーレ,56.0,荻野極,113.4,3,4.7,美浦高木,476,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,2,5,01,2
15,6,11,メイクザビート,58.0,Ｈドイ,114.7,12,90.8,栗東西園正,494,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,5,01,2
14,2,3,メイショウカゲカツ,58.0,石橋脩,114.3,15,173.0,栗東西園正,508,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,6,01,2
6,5,9,ロジアデレード,57.0,野中,113.3,4,5.8,美浦稲垣,506,202506010109,20250105,14:35,ダ1800m(右),晴,良,0,1,4,01,2
14,8,14,アリオーンスマイル,57.0,木幡巧,95.3,15,400.0,美浦土田,446,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
8,2,2,ギフテッド,55.0,菅原明,94.6,7,28.3,美浦武井,458,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,2,3,01,2
5,5,8,シンフォーエバー,57.0,戸崎圭,94.2,3,5.8,栗東森秀,504,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
15,3,5,スマッシュアウト,57.0,杉原,95.5,6,25.3,美浦栗田,438,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
4,1,1,ディオデルマーレ,57.0,佐々木,94.2,5,11.4,美浦堀,508,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
10,3,4,デリュージョン,57.0,横山和,94.8,11,97.5,栗東奥村豊,462,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
13,8,15,ニシノルアノーヴァ,57.0,津村,95.2,13,184.2,美浦古賀,482,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
9,7,13,バセリーナ,57.0,丹内,94.7,14,307.0,美浦松山,452,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
11,6,11,バニーラビット,57.0,荻野極,94.9,9,55.7,栗東武幸,492,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
7,2,3,ビッキーファースト,57.0,大野,94.6,12,141.1,栗東武幸,486,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
1,5,9,ファンダム,57.0,北村宏,93.5,1,1.8,美浦辻,470,202506010110,20250105,15:10,芝1600m(右外B),曇,良,1,1,3,01,2
12,7,12,メルキオル,57.0,丸山,95.0,8,39.7,栗東松永幹,482,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
3,4,7,モンテシート,57.0,松岡,94.0,10,61.9,栗東牧田,496,202506010110,20250105,15:10,芝1600m(右外B),曇,良,1,1,3,01,2
2,6,10,モンドデラモーレ,57.0,マーカ,93.6,2,5.5,美浦千葉,484,202506010110,20250105,15:10,芝1600m(右外B),曇,良,1,1,3,01,2
6,4,6,ワース,57.0,横山武,94.4,4,8.9,美浦上原佑,496,202506010110,20250105,15:10,芝1600m(右外B),曇,良,0,1,3,01,2
16,7,13,アドマイヤビルゴ,57.0,北村宏,120.3,17,244.5,栗東友道,444,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,8,01,2
1,1,2,アルナシーム,58.0,藤岡佑,118.1,4,8.4,栗東橋口,452,202506010111,20250105,15:45,芝2000m(右B),曇,良,1,1,6,01,2
8,4,8,エアファンディタ,57.5,戸崎圭,118.7,10,26.0,栗東池添,470,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,8,01,2
13,3,6,カラテ,59.0,杉原,119.1,13,64.8,栗東音無,546,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,9,01,2
18,6,11,カレンシュトラウス,54.0,荻野極,121.0,18,258.7,栗東平田,528,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,8,01,2
5,5,9,ギャラクシーナイト,56.0,菊沢,118.5,15,88.4,美浦菊沢,512,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,6,01,2
4,7,15,クリスマスパレード,55.0,石川,118.5,1,4.4,美浦加藤士,460,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,2,4,01,2
7,3,5,ショウナンアデイブ,55.0,池添,118.6,9,19.6,栗東高野,510,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,6,01,2
12,8,17,シンリョクカ,56.0,木幡初,118.9,3,7.8,美浦竹内,466,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,2,5,01,2
14,2,4,ジェイパームス,56.0,佐々木,119.1,11,29.8,美浦堀,510,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,0,5,01,2
11,5,10,セイウンプラチナ,54.0,内田博,118.9,16,120.5,美浦千葉,512,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,6,01,2
17,6,12,ディオスバリエンテ,55.0,大野,120.9,14,73.5,美浦堀,482,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,0,7,01,2
6,2,3,パラレルヴィジョン,58.0,マーカ,118.5,7,11.3,美浦国枝,492,202506010111,20250105,15:45,芝2000m(右B),曇,良,0,1,6,01,2
