race_ids,race_urls,race_date
202106010101,https://race.netkeiba.com/race/result.html?race_id=202106010101&rf=race_submenu,20210105
202106010102,https://race.netkeiba.com/race/result.html?race_id=202106010102&rf=race_submenu,20210105
202106010103,https://race.netkeiba.com/race/result.html?race_id=202106010103&rf=race_submenu,20210105
202106010104,https://race.netkeiba.com/race/result.html?race_id=202106010104&rf=race_submenu,20210105
202106010105,https://race.netkeiba.com/race/result.html?race_id=202106010105&rf=race_submenu,20210105
202106010106,https://race.netkeiba.com/race/result.html?race_id=202106010106&rf=race_submenu,20210105
202106010107,https://race.netkeiba.com/race/result.html?race_id=202106010107&rf=race_submenu,20210105
202106010108,https://race.netkeiba.com/race/result.html?race_id=202106010108&rf=race_submenu,20210105
202106010109,https://race.netkeiba.com/race/result.html?race_id=202106010109&rf=race_submenu,20210105
202106010110,https://race.netkeiba.com/race/result.html?race_id=202106010110&rf=race_submenu,20210105
202106010111,https://race.netkeiba.com/race/result.html?race_id=202106010111&rf=race_submenu,20210105
202106010112,https://race.netkeiba.com/race/result.html?race_id=202106010112&rf=race_submenu,20210105
202107010101,https://race.netkeiba.com/race/result.html?race_id=202107010101&rf=race_submenu,20210105
202107010102,https://race.netkeiba.com/race/result.html?race_id=202107010102&rf=race_submenu,20210105
202107010103,https://race.netkeiba.com/race/result.html?race_id=202107010103&rf=race_submenu,20210105
202107010104,https://race.netkeiba.com/race/result.html?race_id=202107010104&rf=race_submenu,20210105
202107010105,https://race.netkeiba.com/race/result.html?race_id=202107010105&rf=race_submenu,20210105
202107010106,https://race.netkeiba.com/race/result.html?race_id=202107010106&rf=race_submenu,20210105
202107010107,https://race.netkeiba.com/race/result.html?race_id=202107010107&rf=race_submenu,20210105
202107010108,https://race.netkeiba.com/race/result.html?race_id=202107010108&rf=race_submenu,20210105
202107010109,https://race.netkeiba.com/race/result.html?race_id=202107010109&rf=race_submenu,20210105
202107010110,https://race.netkeiba.com/race/result.html?race_id=202107010110&rf=race_submenu,20210105
202107010111,https://race.netkeiba.com/race/result.html?race_id=202107010111&rf=race_submenu,20210105
202107010112,https://race.netkeiba.com/race/result.html?race_id=202107010112&rf=race_submenu,20210105
202106010201,https://race.netkeiba.com/race/result.html?race_id=202106010201&rf=race_submenu,20210109
202106010202,https://race.netkeiba.com/race/result.html?race_id=202106010202&rf=race_submenu,20210109
202106010203,https://race.netkeiba.com/race/result.html?race_id=202106010203&rf=race_submenu,20210109
202106010204,https://race.netkeiba.com/race/result.html?race_id=202106010204&rf=race_submenu,20210109
202106010205,https://race.netkeiba.com/race/result.html?race_id=202106010205&rf=race_submenu,20210109
202106010206,https://race.netkeiba.com/race/result.html?race_id=202106010206&rf=race_submenu,20210109
202106010207,https://race.netkeiba.com/race/result.html?race_id=202106010207&rf=race_submenu,20210109
202106010208,https://race.netkeiba.com/race/result.html?race_id=202106010208&rf=race_submenu,20210109
